Time,strategy,avg_rep_cw
4.2,Opportunistic,6.93529998855242
4.2,Conservative,7.035800435814745
4.2,Balanced,6.955940585006343
4.2,Aggressive,6.872204611971036
4.2,Progressive,6.8710289642280316
4.25,Opportunistic,6.93529998855242
4.25,Aggressive,6.86974250561704
4.25,Progressive,6.870536549576085
4.25,Conservative,7.0357218466687055
4.25,Balanced,6.955940585006343
4.3,Progressive,6.869872231512251
4.3,Balanced,6.95556526447822
4.3,Aggressive,6.868960682163539
4.3,Opportunistic,6.936107946998193
4.3,Conservative,7.036123211324645
4.35,Aggressive,6.8660045291648455
4.35,Balanced,6.9542301056152045
4.35,Opportunistic,6.9365459868607715
4.35,Progressive,6.868023351477639
4.35,Conservative,7.035006420591405
4.4,Opportunistic,6.9347587129329895
4.4,Balanced,6.9528922773819115
4.4,Conservative,7.035608548146361
4.4,Aggressive,6.865889532035803
4.4,Progressive,6.865472004249452
4.45,Progressive,6.863905102811364
4.45,Opportunistic,6.9337843577932246
4.45,Conservative,7.036411479043639
4.45,Balanced,6.952322919809291
4.45,Aggressive,6.864322568515109
4.5,Progressive,6.86221336879842
4.5,Balanced,6.9514675125924885
4.5,Conservative,7.038418906982517
4.5,Aggressive,6.86264779989366
4.5,Opportunistic,6.932726082475092
4.55,Progressive,6.861100426905091
4.55,Aggressive,6.8613712809963046
4.55,Balanced,6.95150428394048
4.55,Conservative,7.038902423301184
4.55,Opportunistic,6.931988888941547
4.6,Balanced,6.951019124578987
4.6,Aggressive,6.861196688435307
4.6,Opportunistic,6.931496543616826
4.6,Progressive,6.859039473603829
4.6,Conservative,7.038622821527142
4.65,Balanced,6.951139218876411
4.65,Aggressive,6.860325522045024
4.65,Opportunistic,6.93100824471058
4.65,Progressive,6.857558106960594
4.65,Conservative,7.039425873285045
4.7,Opportunistic,6.931114121754011
4.7,Balanced,6.949396818242905
4.7,Conservative,7.0404298089320605
4.7,Progressive,6.856482562519742
4.7,Aggressive,6.858270290074851
4.75,Balanced,6.9489471993707115
4.75,Progressive,6.855989311693759
4.75,Opportunistic,6.931882297700291
4.75,Aggressive,6.856139817387427
4.75,Conservative,7.041634305892693
4.8,Opportunistic,6.929804980070996
4.8,Aggressive,6.856051997673253
4.8,Balanced,6.949268637814012
4.8,Conservative,7.042437115816059
4.8,Progressive,6.854011618185472
4.85,Balanced,6.948309390689731
4.85,Aggressive,6.8544823774693
4.85,Progressive,6.851949505893215
4.85,Conservative,7.043161337308395
4.85,Opportunistic,6.928745825656527
4.9,Progressive,6.851125298180404
4.9,Opportunistic,6.928566561916003
4.9,Conservative,7.043562863252082
4.9,Balanced,6.947658254054039
4.9,Aggressive,6.854035901532906
4.95,Aggressive,6.852757414136842
4.95,Progressive,6.84955397379472
4.95,Opportunistic,6.927220741301673
4.95,Conservative,7.043406034542576
4.95,Balanced,6.947006057083068
5.0,Progressive,6.849423425814133
5.0,Aggressive,6.851475703971009
5.0,Conservative,7.04441001047104
5.0,Opportunistic,6.9263885016367865
5.0,Balanced,6.946110074296753
5.05,Aggressive,6.848421199993669
5.05,Conservative,7.045134339081995
5.05,Progressive,6.84953968788585
5.05,Balanced,6.947281335581577
5.05,Opportunistic,6.924714046410713
5.1,Progressive,6.849044881976646
5.1,Aggressive,6.8459497629523955
5.1,Opportunistic,6.925104489427165
5.1,Conservative,7.0467002898399755
5.1,Balanced,6.947113486655271
5.15,Aggressive,6.845482822516798
5.15,Balanced,6.945567929128383
5.15,Opportunistic,6.92424548365908
5.15,Progressive,6.849451675465136
5.15,Conservative,7.047503220737253
5.2,Opportunistic,6.924636918454939
5.2,Progressive,6.847185621166571
5.2,Aggressive,6.845177090186544
5.2,Conservative,7.047904625690845
5.2,Balanced,6.9451577193847225
5.25,Progressive,6.84541178007868
5.25,Balanced,6.945073637309983
5.25,Opportunistic,6.923977536606586
5.25,Aggressive,6.84455604279386
5.25,Conservative,7.048306151634532
5.3,Balanced,6.944950605333993
5.3,Opportunistic,6.923853203130506
5.3,Conservative,7.0491092033762515
5.3,Aggressive,6.842281919035694
5.3,Progressive,6.844292042322133
5.35,Opportunistic,6.92299586848995
5.35,Aggressive,6.84046134522912
5.35,Conservative,7.049711855043587
5.35,Balanced,6.944950605333993
5.35,Progressive,6.843214497040767
5.4,Conservative,7.050515027629748
5.4,Aggressive,6.839547150327784
5.4,Opportunistic,6.922054602143906
5.4,Balanced,6.944868018110723
5.4,Progressive,6.841729928375742
5.45,Progressive,6.840244280392258
5.45,Balanced,6.942751608923475
5.45,Conservative,7.050319115508165
5.45,Opportunistic,6.919522466791503
5.45,Aggressive,6.839126340585852
5.5,Conservative,7.050921484930017
5.5,Progressive,6.838759851587393
5.5,Opportunistic,6.9202480987701
5.5,Balanced,6.942992264094862
5.5,Aggressive,6.8373451877797375
5.55,Conservative,7.052126586598332
5.55,Opportunistic,6.91898116613884
5.55,Progressive,6.838468747396098
5.55,Aggressive,6.835271655595922
5.55,Balanced,6.9440687681044135
5.6,Balanced,6.942423086317824
5.6,Conservative,7.052409557557388
5.6,Progressive,6.837388639192007
5.6,Aggressive,6.834277974914526
5.6,Opportunistic,6.918282175601701
5.65,Balanced,6.942132449252289
5.65,Opportunistic,6.917092746321922
5.65,Progressive,6.836311038964814
5.65,Conservative,7.053655353517735
5.65,Aggressive,6.831007566532111
5.7,Aggressive,6.829631072322624
5.7,Progressive,6.835318464888116
5.7,Opportunistic,6.916722624188179
5.7,Conservative,7.053863268947427
5.7,Balanced,6.938756108802679
5.75,Progressive,6.8335410743223575
5.75,Opportunistic,6.9160611900101285
5.75,Conservative,7.053027410081439
5.75,Balanced,6.938468638129798
5.75,Aggressive,6.8267746829258895
5.8,Balanced,6.937408034357594
5.8,Conservative,7.053831107363633
5.8,Progressive,6.831468968360538
5.8,Aggressive,6.826311207899002
5.8,Opportunistic,6.914382825582123
5.85,Aggressive,6.822994901527676
5.85,Progressive,6.829891836526441
5.85,Opportunistic,6.913924441544779
5.85,Balanced,6.9369075981775365
5.85,Conservative,7.054835365959446
5.9,Aggressive,6.821921396552673
5.9,Progressive,6.826582639868458
5.9,Conservative,7.0554382196987575
5.9,Opportunistic,6.912326548301093
5.9,Balanced,6.936048070702308
5.95,Conservative,7.0564426395823165
5.95,Progressive,6.823270903705773
5.95,Opportunistic,6.911260346794764
5.95,Aggressive,6.820637319080243
5.95,Balanced,6.934987813390035
6.0,Balanced,6.93440882271482
6.0,Aggressive,6.8192725321124374
6.0,Conservative,7.056648479681949
6.0,Progressive,6.821245132082032
6.0,Opportunistic,6.910357116430252
6.05,Conservative,7.057655584364096
6.05,Opportunistic,6.9083117438607164
6.05,Progressive,6.820251910589522
6.05,Aggressive,6.817778326681532
6.05,Balanced,6.934325252251528
6.1,Opportunistic,6.908514419174864
6.1,Aggressive,6.8183423948989885
6.1,Progressive,6.818672224794177
6.1,Balanced,6.93273982075643
6.1,Conservative,7.057778399406422
6.15,Balanced,6.931878993069813
6.15,Conservative,7.05838133396811
6.15,Progressive,6.818201022851996
6.15,Aggressive,6.817346313143136
6.15,Opportunistic,6.906627892025182
6.2,Progressive,6.814880000218784
6.2,Balanced,6.931385576861436
6.2,Opportunistic,6.905966110981805
6.2,Conservative,7.059989132010932
6.2,Aggressive,6.815559172489126
6.25,Aggressive,6.814177900503881
6.25,Progressive,6.811771803859718
6.25,Opportunistic,6.906082505137512
6.25,Balanced,6.930685290696966
6.25,Conservative,7.060793475855563
6.3,Aggressive,6.812547546313695
6.3,Opportunistic,6.905423517662834
6.3,Conservative,7.061396006630032
6.3,Progressive,6.812180092625939
6.3,Balanced,6.9295389048840095
6.35,Opportunistic,6.9046456135436
6.35,Aggressive,6.809716198492884
6.35,Balanced,6.930128116131965
6.35,Progressive,6.809193790849157
6.35,Conservative,7.062400426773118
6.4,Aggressive,6.810545292918586
6.4,Conservative,7.06212660987097
6.4,Balanced,6.929757841356926
6.4,Opportunistic,6.90406847005522
6.4,Progressive,6.8071985417376215
6.45,Balanced,6.929790513621907
6.45,Aggressive,6.810249116864595
6.45,Conservative,7.062651767253529
6.45,Opportunistic,6.903696524352384
6.45,Progressive,6.806611009554452
6.5,Opportunistic,6.902586999182889
6.5,Balanced,6.929340016228674
6.5,Conservative,7.063176207584161
6.5,Progressive,6.806187093994957
6.5,Aggressive,6.810381345179936
6.55,Conservative,7.063543154160508
6.55,Progressive,6.804893926174539
6.55,Balanced,6.929087474744625
6.55,Opportunistic,6.901315917625067
6.55,Aggressive,6.809547190859847
6.6,Balanced,6.9280058383568655
6.6,Aggressive,6.807711092296898
6.6,Progressive,6.801404148078627
6.6,Conservative,7.0645082615817385
6.6,Opportunistic,6.900162551192475
6.65,Opportunistic,6.900568477736495
6.65,Balanced,6.927919668256126
6.65,Progressive,6.799112280695153
6.65,Conservative,7.065154071452949
6.65,Aggressive,6.806676733507975
6.7,Progressive,6.7978192541039375
6.7,Opportunistic,6.900278994456869
6.7,Balanced,6.9257988757822035
6.7,Conservative,7.065958253864013
6.7,Aggressive,6.805680231487594
6.75,Conservative,7.066963077794296
6.75,Progressive,6.796183587947669
6.75,Aggressive,6.804089353180265
6.75,Opportunistic,6.899005592488438
6.75,Balanced,6.92326833170624
6.8,Progressive,6.792800018848818
6.8,Aggressive,6.802291949777133
6.8,Opportunistic,6.898877796046652
6.8,Balanced,6.921223996735061
6.8,Conservative,7.068370436811894
6.85,Conservative,7.068292540649708
6.85,Aggressive,6.801915597203949
6.85,Progressive,6.790755329884396
6.85,Balanced,6.920405162676438
6.85,Opportunistic,6.898152218721816
6.9,Progressive,6.790623733631884
6.9,Conservative,7.068818936255937
6.9,Aggressive,6.801118450667755
6.9,Opportunistic,6.897575598372055
6.9,Balanced,6.919833034026948
6.95,Balanced,6.918765832381564
6.95,Progressive,6.788830380266792
6.95,Conservative,7.070149159947041
6.95,Opportunistic,6.898508295740612
6.95,Aggressive,6.801027765438701
7.0,Opportunistic,6.899321470376437
7.0,Conservative,7.070752458323075
7.0,Aggressive,6.800230492805353
7.0,Progressive,6.78703315617675
7.0,Balanced,6.919090412195788
7.05,Conservative,7.071154589623008
7.05,Balanced,6.919861310814197
7.05,Progressive,6.785897824189509
7.05,Opportunistic,6.89683427335919
7.05,Aggressive,6.798936402997614
7.1,Balanced,6.919609054836097
7.1,Progressive,6.783965382107797
7.1,Conservative,7.071757160597881
7.1,Opportunistic,6.89473800644943
7.1,Aggressive,6.797596724865919
7.15,Conservative,7.0730854232047164
7.15,Balanced,6.91883104794258
7.15,Opportunistic,6.8933770658488625
7.15,Aggressive,6.795962129074833
7.15,Progressive,6.782466723497441
7.2,Conservative,7.073773523223531
7.2,Progressive,6.780961652433248
7.2,Opportunistic,6.891609323282831
7.2,Balanced,6.917271206490314
7.2,Aggressive,6.794165091845725
7.25,Progressive,6.778960650153003
7.25,Aggressive,6.792865254670032
7.25,Conservative,7.073619419603007
7.25,Opportunistic,6.8890584557665075
7.25,Balanced,6.914035413212558
7.3,Progressive,6.778077814939644
7.3,Conservative,7.073943955962403
7.3,Opportunistic,6.887746509062318
7.3,Balanced,6.913243329851622
7.3,Aggressive,6.790935118571516
7.35,Aggressive,6.789136531712063
7.35,Conservative,7.073950889821623
7.35,Balanced,6.913159088282248
7.35,Progressive,6.777075030011339
7.35,Opportunistic,6.887864949632788
7.4,Aggressive,6.7867443764848
7.4,Balanced,6.91297856091658
7.4,Conservative,7.074956683523399
7.4,Opportunistic,6.887960007716826
7.4,Progressive,6.776687906001904
7.45,Conservative,7.075358895889588
7.45,Aggressive,6.783732755869917
7.45,Opportunistic,6.886104083713391
7.45,Progressive,6.775714085706701
7.45,Balanced,6.912197987317104
7.5,Progressive,6.774536774195141
7.5,Aggressive,6.781683955380521
7.5,Balanced,6.911619513028091
7.5,Opportunistic,6.883549071653825
7.5,Conservative,7.076766456849303
7.55,Conservative,7.076612046728175
7.55,Balanced,6.912487476261911
7.55,Opportunistic,6.884365068784385
7.55,Progressive,6.77223333497294
7.55,Aggressive,6.781166238027788
7.6,Progressive,6.770431516702639
7.6,Conservative,7.076694548032142
7.6,Balanced,6.911050583593756
7.6,Opportunistic,6.884032056560263
7.6,Aggressive,6.781118394760983
7.65,Aggressive,6.779814216190525
7.65,Conservative,7.076979023229198
7.65,Balanced,6.910966012158258
7.65,Progressive,6.769090965765544
7.65,Opportunistic,6.8842103296612605
7.7,Progressive,6.768290567232064
7.7,Conservative,7.077504399996646
7.7,Opportunistic,6.883099860645612
7.7,Balanced,6.909407117830327
7.7,Aggressive,6.779219032585137
7.75,Balanced,6.908294585168299
7.75,Progressive,6.7677698118721406
7.75,Opportunistic,6.8818220078227315
7.75,Conservative,7.077752209610297
7.75,Aggressive,6.777917680908814
7.8,Progressive,6.7671327120048
7.8,Balanced,6.9072272394162955
7.8,Conservative,7.07847958501164
7.8,Aggressive,6.777414449011806
7.8,Opportunistic,6.882549388591627
7.85,Balanced,6.90607833824825
7.85,Progressive,6.763824259295646
7.85,Aggressive,6.774301161841924
7.85,Conservative,7.0788050732863415
7.85,Opportunistic,6.882549388591627
7.9,Opportunistic,6.8828678177084
7.9,Aggressive,6.773293254147052
7.9,Conservative,7.079529427637288
